date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Sep%202024%2011:20:37%20GMT	https://eluarise.biz/robots.txt		(from )
19:20:39	2612/2612	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2014:27:56%20GMT	https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/index9323.html	(from )
19:20:39	237279/237279	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2013%20Sep%202024%2011:20:38%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/user/Desktop/angpao/GL168/connect.facebook.net/en_US/fbevents.js	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:39	3000/3000	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2016:47:22%20GMT	https://eluarise.biz/css/style.css	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/css/style.css	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:40	232948/232948	---M-Z	200	added ('OK')	text/css	etag:W/%2238df4-HxOZgbm0enZu+gphu3ito1HxbEs%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	C:/Users/user/Desktop/angpao/GL168/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:40	306887/306887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Aug%202024%2016:38:46%20GMT	https://eluarise.biz/image/bg.jpg	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/image/bg.jpg	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:40	630413/630413	---M--	200	added ('OK')	image/gif	date:Wed,%2007%20Aug%202024%2016:38:46%20GMT	https://eluarise.biz/image/element.gif	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/image/element.gif	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:40	314/314	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:41:08%20GMT	https://eluarise.biz/assets/load.html	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/assets/load.html	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:40	26836/26836	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202024%2016:38:46%20GMT	https://eluarise.biz/image/btn.png	C:/Users/user/Desktop/angpao/GL168/eluarise.biz/image/btn.png	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
19:20:41	89795/89795	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15ec3%22	https://code.jquery.com/jquery-3.6.4.min.js	C:/Users/user/Desktop/angpao/GL168/code.jquery.com/jquery-3.6.4.min.js	(from https://eluarise.biz/?fbclid=IwY2xjawFQ_z9leHRuA2FlbQEwAAEdWqbwCCPM84PmJ6wlzb9TkLuGAB0cGKdfDpyAfc3QvpuxrN3P00Kpp4ch_aem_K1aCnYxvwi2o0LDVVY0Zfg)
